phylum,class,order,family,genus,species,common_name,species_type,dive_location,latitude,longitude,lcode,rw_number,survey_date,drange1,drange2
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Eubalichthys,mosaicus,Mosaic Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,11/03/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,freycineti,Six Spined Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,11/03/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,aurita,Shaws cowfish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nichthemerus,Globefish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Porifera,Demospongiae,Dendroceratida,Darwinellidae,Dendrilla,rosea,Rose Sponge,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,bergquistae,Golfball Sponge,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,sp.,Featherduster Worm,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Arthropoda,Malacostraca,Decapoda,Majidae,Leptomithrax,gaimardii,Giant Spider Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,frontalis,Common Hermit Crab (aka. Smooth Hermit Crab),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Arthropoda,Malacostraca,Decapoda,Diogenidae,Strigopagurus,strigimanus,Hairy Hermit Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Arthropoda,Malacostraca,Decapoda,Plagusiidae,Guinusia,chabrus,Red Bait Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Mollusca,Bivalvia,Pectinoida,Pectinidae,Mimachlamys,asperrima,Doughboy Scallop,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Mollusca,Cephalopoda,Octopoda,Octopodidae,Macroctopus,maorum,Maori Octopus,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,australis,Biscuit Sea Star (aka. Lesser Biscuit Star),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,magnifica,Greater Biscuit Star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,muricata,Eleven Armed Sea Star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,Common Sea Urchin,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,rodgersii,Black Sea Urchin,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,australis,Sea Tulip,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Sycozoa,cerebriformis,Brain Sea Squirt,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Ascidiacea,Aplousobranchia,Pyuridae,Pyura,stolonifera,Cunjevoi,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,cylindrica,Blue Grape Sea Squirt,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Encrusting,sp.,Encrusting Coralline,Marine Plants,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,whitleyi,Melbourne Skate,Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Hippocampus,abdominalis,Potbelly Seahorse (aka. Big Bellied Seahorse),Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Perciformes,Serranidae,Caesioperca,rasor,Barber Perch,Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Perciformes,Plesiopidae,Trachinops,caudimaculatus,Southern Hulafish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,lineatus,Blue-lined Goatfish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Eubalichthys,gunii,Gunns Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Eubalichthys,mosaicus,Mosaic Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,freycineti,Six Spined Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,13/03/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Scobinichthys,granulatus,Rough Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,ornata,Ornate Cowfish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Tetractenos,glaber,Smooth Toadfish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nichthemerus,Globefish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,bergquistae,Golfball Sponge,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,sp.,Featherduster Worm,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,frontalis,Common Hermit Crab (aka. Smooth Hermit Crab),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Diogenidae,Strigopagurus,strigimanus,Hairy Hermit Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Plagusiidae,Guinusia,chabrus,Red Bait Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Mollusca,Bivalvia,Pectinoida,Pectinidae,Pecten,fumatus,Scallop (aka. Commercial Scallop),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Mollusca,Bivalvia,Pectinoida,Pectinidae,Mimachlamys,asperrima,Doughboy Scallop,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Mollusca,Cephalopoda,Octopoda,Octopodidae,Macroctopus,maorum,Maori Octopus,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,australis,Biscuit Sea Star (aka. Lesser Biscuit Star),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,magnifica,Greater Biscuit Star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,muricata,Eleven Armed Sea Star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,Common Sea Urchin,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,rodgersii,Black Sea Urchin,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Australostichopus,mollis,Soft Sea Cucumber,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Herdmania,momus,Red-throat Sea Squirt,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Ascidiacea,Aplousobranchia,Pyuridae,Pyura,stolonifera,Cunjevoi,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Elasmobranchii,Myliobatiformes,Dasyatididae,Dasyatis,thetidis,Smooth Stingray (aka.Black Stingray),Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Hippocampus,abdominalis,Potbelly Seahorse (aka. Big Bellied Seahorse),Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Scorpaeniformes,Neosebastidae,Maxillicosta,whitleyi,Whitleys Scorpion Fish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Scorpaeniformes,Triglidae,Lepidotrigla,papilio,Spiny Gurnard,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,lineatus,Blue-lined Goatfish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Tilodon,sexfasciatus,Moonlighter,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Perciformes,Bovichtidae,Bovichtus,angustifrons,Dragonet,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Acanthaluteres,spilomelanurus,Bridled Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Brachaluteres,jacksonianus,Pygmy Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Eubalichthys,mosaicus,Mosaic Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,20/04/2004,0,5
Mollusca,Bivalvia,Pectinoida,Pectinidae,Mimachlamys,asperrima,Doughboy Scallop,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,australis,Biscuit Sea Star (aka. Lesser Biscuit Star),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,magnifica,Greater Biscuit Star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Hippocampus,abdominalis,Potbelly Seahorse (aka. Big Bellied Seahorse),Fish Species,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Scorpaeniformes,Platycephalidae,Platycephalus,bassensis,Southern Sand Flathead (aka.Sand Flathead),Fish Species,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Perciformes,Plesiopidae,Trachinops,caudimaculatus,Southern Hulafish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,lineatus,Blue-lined Goatfish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,aequipinnis,Sea Sweep,Fish Species,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Tilodon,sexfasciatus,Moonlighter,Fish Species,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Acanthaluteres,spilomelanurus,Bridled Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Brachaluteres,jacksonianus,Pygmy Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Eubalichthys,bucephalus,Black Reef Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,hippocrepis,Horseshoe Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,4/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Scobinichthys,granulatus,Rough Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,ornata,Ornate Cowfish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Tetractenos,glaber,Smooth Toadfish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nichthemerus,Globefish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,bergquistae,Golfball Sponge,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,sp.,Featherduster Worm,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Majidae,Leptomithrax,gaimardii,Giant Spider Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,frontalis,Common Hermit Crab (aka. Smooth Hermit Crab),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Polybiidae,Ovalipes,australiensis,Sand Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Portunidae,Nectocarcinus,integrifrons,Two-tone Swimmer Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Plagusiidae,Guinusia,chabrus,Red Bait Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Mollusca,Bivalvia,Pectinoida,Pectinidae,Pecten,fumatus,Scallop (aka. Commercial Scallop),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Mollusca,Bivalvia,Pectinoida,Pectinidae,Mimachlamys,asperrima,Doughboy Scallop,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Mollusca,Cephalopoda,Octopoda,Octopodidae,Macroctopus,maorum,Maori Octopus,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,australis,Biscuit Sea Star (aka. Lesser Biscuit Star),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,magnifica,Greater Biscuit Star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Echinodermata,Asteroidea,Valvatida,Asterinidae,Meridiastra,gunnii,Purple sea star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,muricata,Eleven Armed Sea Star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Uniophora,granifera,Knobby Sea Star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,Common Sea Urchin,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,rodgersii,Black Sea Urchin,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Australostichopus,mollis,Soft Sea Cucumber,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Ascidiacea,Aplousobranchia,Pyuridae,Pyura,stolonifera,Cunjevoi,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Hippocampus,abdominalis,Potbelly Seahorse (aka. Big Bellied Seahorse),Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Scorpaeniformes,Triglidae,Lepidotrigla,papilio,Spiny Gurnard,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Scorpaeniformes,Platycephalidae,Platycephalus,bassensis,Southern Sand Flathead (aka.Sand Flathead),Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,lineatus,Blue-lined Goatfish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Tilodon,sexfasciatus,Moonlighter,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Perciformes,Bovichtidae,Bovichtus,angustifrons,Dragonet,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Acanthaluteres,spilomelanurus,Bridled Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Brachaluteres,jacksonianus,Pygmy Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Eubalichthys,gunii,Gunns Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Eubalichthys,mosaicus,Mosaic Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,17/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Scobinichthys,granulatus,Rough Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nichthemerus,Globefish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,bergquistae,Golfball Sponge,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,sp.,Featherduster Worm,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Majidae,Leptomithrax,gaimardii,Giant Spider Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,frontalis,Common Hermit Crab (aka. Smooth Hermit Crab),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Diogenidae,Strigopagurus,strigimanus,Hairy Hermit Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Portunidae,Nectocarcinus,integrifrons,Two-tone Swimmer Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Arthropoda,Malacostraca,Decapoda,Plagusiidae,Guinusia,chabrus,Red Bait Crab,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Mollusca,Bivalvia,Pectinoida,Pectinidae,Pecten,fumatus,Scallop (aka. Commercial Scallop),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Mollusca,Bivalvia,Pectinoida,Pectinidae,Mimachlamys,asperrima,Doughboy Scallop,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Mollusca,Cephalopoda,Octopoda,Octopodidae,Macroctopus,maorum,Maori Octopus,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,berrima,Keeled Octopus,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,australis,Biscuit Sea Star (aka. Lesser Biscuit Star),Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,magnifica,Greater Biscuit Star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,muricata,Eleven Armed Sea Star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Echinodermata,Crinoidea,Comatulida,Comatulidae,Cenolia,trichoptera,Orange Feather Star,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,rodgersii,Black Sea Urchin,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Australostichopus,mollis,Soft Sea Cucumber,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Herdmania,momus,Red-throat Sea Squirt,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Ascidiacea,Aplousobranchia,Pyuridae,Pyura,stolonifera,Cunjevoi,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Hippocampus,abdominalis,Potbelly Seahorse (aka. Big Bellied Seahorse),Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Scorpaeniformes,Platycephalidae,Platycephalus,bassensis,Southern Sand Flathead (aka.Sand Flathead),Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,lineatus,Blue-lined Goatfish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Tilodon,sexfasciatus,Moonlighter,Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Perciformes,Uranoscopidae,Kathetostoma,laeve,Common Stargazer,Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Perciformes,Bovichtidae,Bovichtus,angustifrons,Dragonet,Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Brachaluteres,jacksonianus,Pygmy Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Eubalichthys,mosaicus,Mosaic Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,29/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Scobinichthys,granulatus,Rough Leatherjacket,Fish Species,Rye Pier,-38.3658,144.8234,44,178,8/04/2004,0,5
Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nichthemerus,Globefish,Fish Species,Rye Pier,-38.3658,144.8234,44,178,8/04/2004,0,5
Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,bergquistae,Golfball Sponge,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,8/04/2004,0,5
Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,sp.,Featherduster Worm,Invertebrates,Rye Pier,-38.3658,144.8234,44,178,8/04/2004,0,5
